timestamp,transaction_id,branch,transaction_type,login_status,amount
2026-08-14 00:16:00,TXN100035,Suburb Hub,Deposit,Success,3567.62
2026-08-14 00:17:00,TXN100036,Suburb Hub,Bill Payment,Success,4499.07
2026-08-14 00:17:00,TXN100037,Uptown,Withdrawal,Success,1697.05
2026-08-14 00:17:00,TXN100038,Uptown,Deposit,Success,45.88
2026-08-14 00:17:00,TXN100039,Westside,Withdrawal,Failed,0.0
2026-08-14 00:18:00,TXN100040,Eastside,Deposit,Success,1399.6
2026-08-14 00:19:00,TXN100041,Downtown,Balance Check,Success,2885.3
2026-08-14 00:19:00,TXN100042,Downtown,Bill Payment,Success,960.15
2026-08-14 00:19:00,TXN100043,Downtown,Bill Payment,Success,2061.4
2026-08-14 00:19:00,TXN100044,Eastside,Withdrawal,Success,312.46
2026-08-14 00:20:00,TXN100045,Eastside,Deposit,Success,959.14
2026-08-14 00:20:00,TXN100046,Uptown,Transfer,Success,2318.51
2026-08-14 00:20:00,TXN100047,Eastside,Balance Check,Success,498.56
2026-08-14 00:21:00,TXN100048,Suburb Hub,Deposit,Success,839.89
2026-08-14 00:22:00,TXN100049,Uptown,Withdrawal,Success,831.54
2026-08-14 00:22:00,TXN100050,Downtown,Bill Payment,Success,1433.39
2026-08-14 00:22:00,TXN100051,Westside,Balance Check,Success,3312.74
2026-08-14 00:22:00,TXN100052,Uptown,Deposit,Success,4843.86
2026-08-14 00:23:00,TXN100053,Westside,Balance Check,Failed,0.0
2026-08-14 00:24:00,TXN100054,Uptown,Deposit,Success,293.83
2026-08-14 00:24:00,TXN100055,Uptown,Withdrawal,Success,2979.23
2026-08-14 00:24:00,TXN100056,Westside,Withdrawal,Success,4708.56
2026-08-14 00:24:00,TXN100057,Uptown,Withdrawal,Success,3100.71
2026-08-14 00:25:00,TXN100058,Westside,Transfer,Success,4674.18
2026-08-14 00:25:00,TXN100059,Downtown,Deposit,Success,1335.42
2026-08-14 00:25:00,TXN100060,Downtown,Bill Payment,Success,1587.72
2026-08-14 00:25:00,TXN100061,Westside,Bill Payment,Success,3109.58
2026-08-14 00:26:00,TXN100062,Downtown,Transfer,Success,670.96
2026-08-14 00:27:00,TXN100063,Eastside,Transfer,Success,1432.09
2026-08-14 00:27:00,TXN100064,Uptown,Transfer,Success,3062.27
2026-08-14 00:27:00,TXN100065,Suburb Hub,Withdrawal,Success,3342.64
2026-08-14 00:28:00,TXN100066,Suburb Hub,Deposit,Success,1329.68
2026-08-14 00:28:00,TXN100067,Eastside,Deposit,Success,1369.02
2026-08-14 00:28:00,TXN100068,Westside,Deposit,Success,3440.61
2026-08-14 00:29:00,TXN100069,Uptown,Withdrawal,Success,470.57
2026-08-14 00:29:00,TXN100070,Uptown,Withdrawal,Success,1674.45
2026-08-14 00:29:00,TXN100071,Downtown,Deposit,Success,3708.74
2026-08-14 00:30:00,TXN100072,Uptown,Deposit,Success,2732.5
2026-08-14 00:30:00,TXN100073,Eastside,Deposit,Success,2154.64
2026-08-14 00:30:00,TXN100074,Downtown,Withdrawal,Success,4495.63
2026-08-14 00:30:00,TXN100075,Downtown,Withdrawal,Success,1774.86
2026-08-14 00:31:00,TXN100076,Suburb Hub,Deposit,Success,4324.38
2026-08-14 00:31:00,TXN100077,Suburb Hub,Bill Payment,Success,133.68
2026-08-14 00:31:00,TXN100078,Westside,Bill Payment,Success,4013.15
2026-08-14 00:31:00,TXN100079,Eastside,Transfer,Success,804.4
2026-08-14 00:32:00,TXN100080,Uptown,Bill Payment,Failed,0.0
2026-08-14 00:33:00,TXN100081,Downtown,Transfer,Success,1532.9
2026-08-14 00:33:00,TXN100082,Eastside,Withdrawal,Success,3303.57
2026-08-14 00:34:00,TXN100083,Downtown,Transfer,Success,1762.22
2026-08-14 00:34:00,TXN100084,Uptown,Balance Check,Success,1662.44
2026-08-14 00:34:00,TXN100085,Downtown,Transfer,Success,901.05
2026-08-14 00:34:00,TXN100086,Suburb Hub,Withdrawal,Success,2986.89
2026-08-14 00:35:00,TXN100087,Westside,Balance Check,Success,4921.34
2026-08-14 00:35:00,TXN100088,Downtown,Deposit,Success,1281.07
2026-08-14 00:35:00,TXN100089,Westside,Balance Check,Failed,0.0
2026-08-14 00:36:00,TXN100090,Uptown,Transfer,Success,3119.55
2026-08-14 00:36:00,TXN100091,Westside,Transfer,Success,2540.54
2026-08-14 00:37:00,TXN100092,Downtown,Balance Check,Success,645.17
2026-08-14 00:37:00,TXN100093,Uptown,Deposit,Success,3081.42
2026-08-14 00:37:00,TXN100094,Downtown,Withdrawal,Success,1526.34
2026-08-14 00:37:00,TXN100095,Downtown,Balance Check,Success,3276.98
2026-08-14 00:38:00,TXN100096,Uptown,Balance Check,Success,2371.2
2026-08-14 00:38:00,TXN100097,Eastside,Deposit,Success,3297.67
2026-08-14 00:38:00,TXN100098,Downtown,Balance Check,Success,1682.59
2026-08-14 00:38:00,TXN100099,Eastside,Transfer,Success,1130.96
2026-08-14 00:39:00,TXN100100,Downtown,Bill Payment,Failed,0.0
2026-08-14 00:39:00,TXN100101,Westside,Bill Payment,Success,2078.06
2026-08-14 00:40:00,TXN100102,Westside,Bill Payment,Success,1227.48
2026-08-14 00:40:00,TXN100103,Westside,Withdrawal,Failed,0.0
2026-08-14 00:41:00,TXN100104,Downtown,Balance Check,Success,2328.1
2026-08-14 00:41:00,TXN100105,Uptown,Withdrawal,Success,2287.74
2026-08-14 00:41:00,TXN100106,Eastside,Balance Check,Success,2981.31
2026-08-14 00:41:00,TXN100107,Suburb Hub,Balance Check,Success,4076.88
2026-08-14 00:42:00,TXN100108,Eastside,Deposit,Success,3720.84
2026-08-14 00:42:00,TXN100109,Uptown,Deposit,Success,4200.92
2026-08-14 00:42:00,TXN100110,Downtown,Bill Payment,Success,3137.47
2026-08-14 00:42:00,TXN100111,Downtown,Transfer,Success,1180.12
2026-08-14 00:43:00,TXN100112,Downtown,Deposit,Success,762.64
2026-08-14 00:43:00,TXN100113,Uptown,Deposit,Success,330.5
2026-08-14 00:43:00,TXN100114,Uptown,Bill Payment,Success,320.71
2026-08-14 00:44:00,TXN100115,Uptown,Withdrawal,Success,4285.09
2026-08-14 00:44:00,TXN100116,Westside,Withdrawal,Success,4714.28
2026-08-14 00:44:00,TXN100117,Downtown,Bill Payment,Success,2695.72
2026-08-14 00:44:00,TXN100118,Westside,Deposit,Success,2446.27
2026-08-14 00:45:00,TXN100119,Uptown,Transfer,Failed,0.0
2026-08-14 00:45:00,TXN100120,Westside,Deposit,Success,4204.12
2026-08-14 00:45:00,TXN100121,Eastside,Balance Check,Success,144.56
2026-08-14 00:46:00,TXN100122,Uptown,Withdrawal,Success,3217.32
2026-08-14 00:46:00,TXN100123,Downtown,Withdrawal,Success,1308.18
2026-08-14 00:46:00,TXN100124,Downtown,Transfer,Success,3808.54
2026-08-14 00:46:00,TXN100125,Uptown,Bill Payment,Success,1268.83
2026-08-14 00:47:00,TXN100126,Uptown,Withdrawal,Success,4999.54
2026-08-14 00:48:00,TXN100127,Downtown,Withdrawal,Success,3773.62
2026-08-14 00:48:00,TXN100128,Suburb Hub,Withdrawal,Success,3110.46
2026-08-14 00:48:00,TXN100129,Downtown,Withdrawal,Success,2824.21
2026-08-14 00:49:00,TXN100130,Uptown,Transfer,Success,847.27
2026-08-14 00:49:00,TXN100131,Westside,Withdrawal,Success,3891.18
2026-08-14 00:50:00,TXN100132,Suburb Hub,Withdrawal,Success,4645.15
2026-08-14 00:50:00,TXN100133,Uptown,Bill Payment,Success,1989.31
2026-08-14 00:51:00,TXN100134,Downtown,Deposit,Success,518.49
2026-08-14 00:51:00,TXN100135,Westside,Balance Check,Success,4029.58
2026-08-14 00:52:00,TXN100136,Downtown,Transfer,Success,354.09
2026-08-14 00:53:00,TXN100137,Downtown,Bill Payment,Success,536.64
2026-08-14 00:53:00,TXN100138,Suburb Hub,Bill Payment,Success,3539.47
2026-08-14 00:53:00,TXN100139,Uptown,Transfer,Success,3083.4
2026-08-14 00:54:00,TXN100140,Uptown,Balance Check,Success,1349.29
2026-08-14 00:54:00,TXN100141,Eastside,Withdrawal,Success,1401.85
2026-08-14 00:54:00,TXN100142,Uptown,Balance Check,Success,3055.56
2026-08-14 00:54:00,TXN100143,Uptown,Transfer,Failed,0.0
2026-08-14 00:55:00,TXN100144,Uptown,Transfer,Success,1708.29
2026-08-14 00:55:00,TXN100145,Eastside,Transfer,Success,2783.4
2026-08-14 00:56:00,TXN100146,Downtown,Bill Payment,Success,2780.33
2026-08-14 00:56:00,TXN100147,Downtown,Bill Payment,Success,2246.39
2026-08-14 00:57:00,TXN100148,Downtown,Deposit,Success,1537.97
2026-08-14 00:58:00,TXN100149,Uptown,Bill Payment,Success,4983.19
2026-08-14 00:58:00,TXN100150,Uptown,Bill Payment,Success,1361.87
2026-08-14 00:58:00,TXN100151,Downtown,Deposit,Success,1584.58
2026-08-14 00:59:00,TXN100152,Downtown,Transfer,Success,3625.68
2026-08-14 00:59:00,TXN100153,Suburb Hub,Transfer,Success,4902.75
2026-08-14 01:00:00,TXN100154,Downtown,Transfer,Success,80.6
2026-08-14 01:00:00,TXN100155,Uptown,Withdrawal,Success,2771.26
2026-08-14 01:01:00,TXN100156,Westside,Withdrawal,Success,4364.87
2026-08-14 01:01:00,TXN100157,Uptown,Bill Payment,Success,1710.12
2026-08-14 01:02:00,TXN100158,Downtown,Withdrawal,Success,4112.36
2026-08-14 01:03:00,TXN100159,Uptown,Withdrawal,Success,767.12
2026-08-14 01:03:00,TXN100160,Eastside,Withdrawal,Success,4969.65
2026-08-14 01:03:00,TXN100161,Downtown,Balance Check,Success,2984.67
2026-08-14 01:03:00,TXN100162,Westside,Bill Payment,Success,2258.07
2026-08-14 01:04:00,TXN100163,Downtown,Bill Payment,Success,1533.85
2026-08-14 01:04:00,TXN100164,Westside,Withdrawal,Success,4738.48
2026-08-14 01:04:00,TXN100165,Downtown,Withdrawal,Success,793.71
2026-08-14 01:04:00,TXN100166,Downtown,Withdrawal,Success,2048.5
2026-08-14 01:05:00,TXN100167,Downtown,Transfer,Success,3517.91
2026-08-14 01:05:00,TXN100168,Uptown,Transfer,Success,3941.26
2026-08-14 01:05:00,TXN100169,Westside,Deposit,Success,2131.44
2026-08-14 01:05:00,TXN100170,Uptown,Transfer,Success,4134.89
2026-08-14 01:06:00,TXN100171,Downtown,Balance Check,Success,3747.3
2026-08-14 01:07:00,TXN100172,Uptown,Transfer,Success,3501.67
2026-08-14 01:07:00,TXN100173,Suburb Hub,Bill Payment,Success,2194.42
2026-08-14 01:07:00,TXN100174,Uptown,Transfer,Success,3022.53
2026-08-14 01:08:00,TXN100175,Downtown,Balance Check,Success,2939.74
2026-08-14 01:09:00,TXN100176,Suburb Hub,Transfer,Success,2885.47
2026-08-14 01:10:00,TXN100177,Uptown,Transfer,Success,915.63
2026-08-14 01:10:00,TXN100178,Uptown,Bill Payment,Success,4845.59
2026-08-14 01:11:00,TXN100179,Downtown,Withdrawal,Success,4290.09
2026-08-14 01:11:00,TXN100180,Downtown,Transfer,Success,3316.29
2026-08-14 01:11:00,TXN100181,Uptown,Withdrawal,Success,2279.58
2026-08-14 01:11:00,TXN100182,Downtown,Bill Payment,Success,4325.9
2026-08-14 01:12:00,TXN100183,Westside,Bill Payment,Success,280.48
2026-08-14 01:13:00,TXN100184,Westside,Bill Payment,Success,3802.35
2026-08-14 01:13:00,TXN100185,Downtown,Transfer,Success,2196.2
2026-08-14 01:13:00,TXN100186,Westside,Balance Check,Success,3998.58
2026-08-14 01:14:00,TXN100187,Downtown,Bill Payment,Failed,0.0
2026-08-14 01:14:00,TXN100188,Downtown,Withdrawal,Success,2312.62
2026-08-14 01:15:00,TXN100189,Westside,Transfer,Success,2549.27
2026-08-14 01:16:00,TXN100190,Uptown,Bill Payment,Success,1226.22
2026-08-14 01:16:00,TXN100191,Uptown,Balance Check,Success,2546.12
2026-08-14 01:16:00,TXN100192,Eastside,Transfer,Success,3865.65
2026-08-14 01:17:00,TXN100193,Downtown,Transfer,Success,4104.54
2026-08-14 01:17:00,TXN100194,Downtown,Balance Check,Success,2903.82
2026-08-14 01:17:00,TXN100195,Westside,Bill Payment,Success,2697.52
2026-08-14 01:17:00,TXN100196,Downtown,Balance Check,Success,1892.28
2026-08-14 01:18:00,TXN100197,Eastside,Deposit,Success,2863.27
2026-08-14 01:18:00,TXN100198,Downtown,Withdrawal,Success,1597.7
2026-08-14 01:18:00,TXN100199,Uptown,Bill Payment,Success,1936.53
2026-08-14 01:19:00,TXN100200,Uptown,Balance Check,Failed,0.0
2026-08-14 01:19:00,TXN100201,Suburb Hub,Withdrawal,Success,4372.21
2026-08-14 01:20:00,TXN100202,Downtown,Withdrawal,Success,3614.99
2026-08-14 01:20:00,TXN100203,Uptown,Deposit,Success,383.39
2026-08-14 01:20:00,TXN100204,Eastside,Balance Check,Success,3466.6
2026-08-14 01:20:00,TXN100205,Westside,Balance Check,Success,1906.25
2026-08-14 01:21:00,TXN100206,Westside,Bill Payment,Success,4363.19
2026-08-14 01:21:00,TXN100207,Downtown,Transfer,Success,4987.16
2026-08-14 01:21:00,TXN100208,Westside,Withdrawal,Success,3804.24
2026-08-14 01:22:00,TXN100209,Uptown,Withdrawal,Success,239.49
2026-08-14 01:23:00,TXN100210,Downtown,Deposit,Success,1228.55
2026-08-14 01:24:00,TXN100211,Uptown,Deposit,Success,883.6
2026-08-14 01:24:00,TXN100212,Westside,Deposit,Success,2493.36
2026-08-14 01:24:00,TXN100213,Uptown,Transfer,Success,2303.26
2026-08-14 01:24:00,TXN100214,Westside,Bill Payment,Success,4507.04
2026-08-14 01:25:00,TXN100215,Downtown,Balance Check,Success,1502.78
2026-08-14 01:25:00,TXN100216,Suburb Hub,Bill Payment,Success,4228.07
2026-08-14 01:26:00,TXN100217,Suburb Hub,Withdrawal,Success,1193.66
2026-08-14 01:26:00,TXN100218,Uptown,Transfer,Success,119.48
2026-08-14 01:27:00,TXN100219,Downtown,Withdrawal,Success,4553.98
2026-08-14 01:27:00,TXN100220,Westside,Transfer,Success,3880.95
2026-08-14 01:27:00,TXN100221,Downtown,Deposit,Success,3186.72
2026-08-14 01:27:00,TXN100222,Westside,Deposit,Success,3144.96
2026-08-14 01:28:00,TXN100223,Downtown,Balance Check,Success,1830.66
2026-08-14 01:29:00,TXN100224,Downtown,Bill Payment,Success,886.44
2026-08-14 01:29:00,TXN100225,Downtown,Transfer,Success,2658.95
2026-08-14 01:30:00,TXN100226,Eastside,Bill Payment,Success,4837.25
2026-08-14 01:30:00,TXN100227,Downtown,Withdrawal,Success,2346.97
2026-08-14 01:30:00,TXN100228,Downtown,Deposit,Success,4302.1
2026-08-14 01:31:00,TXN100229,Suburb Hub,Transfer,Success,460.61
2026-08-14 01:31:00,TXN100230,Uptown,Withdrawal,Success,2279.38
2026-08-14 01:31:00,TXN100231,Westside,Balance Check,Success,1911.32
2026-08-14 01:31:00,TXN100232,Westside,Deposit,Success,2362.67
2026-08-14 01:32:00,TXN100233,Eastside,Withdrawal,Success,3180.67
2026-08-14 01:32:00,TXN100234,Uptown,Bill Payment,Success,592.21
2026-08-14 01:32:00,TXN100235,Downtown,Bill Payment,Failed,0.0
2026-08-14 01:33:00,TXN100236,Downtown,Deposit,Success,1949.34
2026-08-14 01:34:00,TXN100237,Westside,Balance Check,Success,2101.44
2026-08-14 01:34:00,TXN100238,Westside,Bill Payment,Success,3278.06
2026-08-14 01:34:00,TXN100239,Eastside,Transfer,Success,173.25
2026-08-14 01:35:00,TXN100240,Downtown,Deposit,Success,4278.7
2026-08-14 01:35:00,TXN100241,Downtown,Balance Check,Success,4509.46
2026-08-14 01:35:00,TXN100242,Westside,Transfer,Failed,0.0
2026-08-14 01:36:00,TXN100243,Suburb Hub,Bill Payment,Success,467.45
2026-08-14 01:36:00,TXN100244,Downtown,Withdrawal,Success,262.39
2026-08-14 01:37:00,TXN100245,Downtown,Balance Check,Success,1033.98
2026-08-14 01:37:00,TXN100246,Eastside,Balance Check,Success,1087.6
2026-08-14 01:37:00,TXN100247,Eastside,Deposit,Success,3945.33
2026-08-14 01:38:00,TXN100248,Downtown,Deposit,Success,2705.68
2026-08-14 01:39:00,TXN100249,Downtown,Deposit,Success,84.15
2026-08-14 01:39:00,TXN100250,Eastside,Transfer,Success,88.75
2026-08-14 01:40:00,TXN100251,Downtown,Balance Check,Success,577.11
2026-08-14 01:40:00,TXN100252,Downtown,Transfer,Success,2571.06
2026-08-14 01:40:00,TXN100253,Downtown,Balance Check,Success,226.39
2026-08-14 01:41:00,TXN100254,Uptown,Withdrawal,Success,4992.95
2026-08-14 01:41:00,TXN100255,Eastside,Withdrawal,Success,2456.44
2026-08-14 01:41:00,TXN100256,Eastside,Withdrawal,Success,1617.34
2026-08-14 01:42:00,TXN100257,Downtown,Balance Check,Success,2746.3
2026-08-14 01:42:00,TXN100258,Downtown,Balance Check,Success,1481.54
2026-08-14 01:43:00,TXN100259,Downtown,Balance Check,Success,3606.99
2026-08-14 01:43:00,TXN100260,Downtown,Deposit,Success,2074.93
2026-08-14 01:43:00,TXN100261,Eastside,Withdrawal,Success,1569.62
2026-08-14 01:43:00,TXN100262,Downtown,Deposit,Success,3437.24
2026-08-14 01:44:00,TXN100263,Downtown,Withdrawal,Success,2165.06
2026-08-14 01:44:00,TXN100264,Westside,Deposit,Success,2786.29
2026-08-14 01:44:00,TXN100265,Uptown,Transfer,Success,3353.37
2026-08-14 01:44:00,TXN100266,Uptown,Bill Payment,Success,4341.78
2026-08-14 01:45:00,TXN100267,Suburb Hub,Transfer,Success,526.97
2026-08-14 01:46:00,TXN100268,Downtown,Withdrawal,Success,1757.07
2026-08-14 01:46:00,TXN100269,Uptown,Transfer,Success,2874.76
2026-08-14 01:47:00,TXN100270,Eastside,Balance Check,Success,3071.73
2026-08-14 01:47:00,TXN100271,Westside,Transfer,Failed,0.0
2026-08-14 01:47:00,TXN100272,Downtown,Transfer,Success,4608.47
2026-08-14 01:47:00,TXN100273,Uptown,Deposit,Success,2835.94
2026-08-14 01:48:00,TXN100274,Downtown,Withdrawal,Success,467.87
2026-08-14 01:48:00,TXN100275,Uptown,Bill Payment,Success,1711.07
2026-08-14 01:48:00,TXN100276,Uptown,Balance Check,Success,2985.16
2026-08-14 01:48:00,TXN100277,Eastside,Balance Check,Success,258.31
2026-08-14 01:49:00,TXN100278,Downtown,Bill Payment,Success,3039.31
2026-08-14 01:50:00,TXN100279,Downtown,Withdrawal,Success,1732.41
2026-08-14 01:50:00,TXN100280,Downtown,Balance Check,Success,2438.3
2026-08-14 01:50:00,TXN100281,Westside,Bill Payment,Failed,0.0
2026-08-14 01:50:00,TXN100282,Suburb Hub,Deposit,Failed,0.0
2026-08-14 01:51:00,TXN100283,Suburb Hub,Transfer,Success,1454.34
2026-08-14 01:51:00,TXN100284,Downtown,Bill Payment,Success,886.72
2026-08-14 01:51:00,TXN100285,Uptown,Balance Check,Success,2798.03
2026-08-14 01:52:00,TXN100286,Downtown,Withdrawal,Success,2186.74
2026-08-14 01:52:00,TXN100287,Uptown,Transfer,Success,2883.04
2026-08-14 01:52:00,TXN100288,Uptown,Bill Payment,Success,1454.68
2026-08-14 01:53:00,TXN100289,Downtown,Balance Check,Success,2305.88
2026-08-14 01:53:00,TXN100290,Westside,Bill Payment,Success,4223.98
2026-08-14 01:53:00,TXN100291,Downtown,Balance Check,Success,402.45
2026-08-14 01:53:00,TXN100292,Eastside,Deposit,Success,1672.01
2026-08-14 01:54:00,TXN100293,Downtown,Balance Check,Success,2554.66
2026-08-14 01:54:00,TXN100294,Eastside,Deposit,Success,1188.98
2026-08-14 01:55:00,TXN100295,Downtown,Deposit,Success,3803.47
2026-08-14 01:55:00,TXN100296,Westside,Bill Payment,Success,2325.13
2026-08-14 01:56:00,TXN100297,Westside,Balance Check,Success,1622.81
2026-08-14 01:56:00,TXN100298,Suburb Hub,Bill Payment,Success,350.75
2026-08-14 01:56:00,TXN100299,Uptown,Transfer,Success,2961.18
2026-08-14 01:56:00,TXN100300,Uptown,Bill Payment,Success,2265.05
2026-08-14 01:57:00,TXN100301,Uptown,Withdrawal,Success,3078.89
2026-08-14 01:58:00,TXN100302,Uptown,Withdrawal,Success,2254.17
2026-08-14 01:58:00,TXN100303,Eastside,Transfer,Success,3028.98
2026-08-14 01:58:00,TXN100304,Uptown,Bill Payment,Success,526.47
2026-08-14 01:58:00,TXN100305,Eastside,Withdrawal,Success,2527.7
2026-08-14 01:59:00,TXN100306,Downtown,Bill Payment,Success,2625.1
2026-08-14 01:59:00,TXN100307,Westside,Transfer,Success,1943.21
2026-08-14 02:00:00,TXN100308,Westside,Transfer,Failed,0.0
2026-08-14 02:00:00,TXN100309,Downtown,Bill Payment,Failed,0.0
2026-08-14 02:00:00,TXN100310,Downtown,Balance Check,Success,4367.67
2026-08-14 02:01:00,TXN100311,Downtown,Transfer,Success,1558.06
2026-08-14 02:01:00,TXN100312,Westside,Deposit,Success,2979.26
2026-08-14 02:01:00,TXN100313,Suburb Hub,Bill Payment,Success,3221.03
2026-08-14 02:02:00,TXN100314,Eastside,Balance Check,Success,476.33
2026-08-14 02:02:00,TXN100315,Westside,Withdrawal,Success,1819.36
2026-08-14 02:02:00,TXN100316,Downtown,Bill Payment,Failed,0.0
2026-08-14 02:03:00,TXN100317,Downtown,Withdrawal,Failed,0.0
2026-08-14 02:03:00,TXN100318,Downtown,Balance Check,Success,3856.66
2026-08-14 02:04:00,TXN100319,Westside,Balance Check,Success,663.93
2026-08-14 02:05:00,TXN100320,Downtown,Balance Check,Failed,0.0
2026-08-14 02:05:00,TXN100321,Eastside,Bill Payment,Success,228.03
2026-08-14 02:05:00,TXN100322,Uptown,Bill Payment,Success,3056.87
2026-08-14 02:05:00,TXN100323,Westside,Deposit,Success,2674.72
2026-08-14 02:06:00,TXN100324,Suburb Hub,Deposit,Success,1845.53
2026-08-14 02:06:00,TXN100325,Suburb Hub,Bill Payment,Success,3849.5
2026-08-14 02:06:00,TXN100326,Westside,Bill Payment,Success,4831.68
2026-08-14 02:07:00,TXN100327,Eastside,Transfer,Failed,0.0
2026-08-14 02:07:00,TXN100328,Downtown,Transfer,Failed,0.0
2026-08-14 02:08:00,TXN100329,Westside,Withdrawal,Success,1432.46
2026-08-14 02:09:00,TXN100330,Downtown,Deposit,Success,4156.92
2026-08-14 02:09:00,TXN100331,Downtown,Bill Payment,Success,4424.3
2026-08-14 02:10:00,TXN100332,Uptown,Transfer,Failed,0.0
2026-08-14 02:11:00,TXN100333,Uptown,Deposit,Failed,0.0
2026-08-14 02:11:00,TXN100334,Downtown,Transfer,Success,3958.99
2026-08-14 02:12:00,TXN100335,Downtown,Bill Payment,Success,3483.4
2026-08-14 02:12:00,TXN100336,Downtown,Bill Payment,Success,3080.59
2026-08-14 02:13:00,TXN100337,Downtown,Deposit,Failed,0.0
2026-08-14 02:14:00,TXN100338,Downtown,Transfer,Failed,0.0
2026-08-14 02:14:00,TXN100339,Downtown,Balance Check,Failed,0.0
2026-08-14 02:14:00,TXN100340,Uptown,Bill Payment,Failed,0.0
2026-08-14 02:14:00,TXN100341,Uptown,Balance Check,Failed,0.0
2026-08-14 02:15:00,TXN100342,Westside,Withdrawal,Success,3077.9
2026-08-14 02:15:00,TXN100343,Downtown,Withdrawal,Failed,0.0
2026-08-14 02:16:00,TXN100344,Downtown,Balance Check,Failed,0.0
2026-08-14 02:16:00,TXN100345,Eastside,Withdrawal,Success,1958.36
2026-08-14 02:16:00,TXN100346,Uptown,Transfer,Failed,0.0
2026-08-14 02:17:00,TXN100347,Westside,Withdrawal,Success,1730.56
2026-08-14 02:17:00,TXN100348,Westside,Balance Check,Success,3678.58
2026-08-14 02:17:00,TXN100349,Downtown,Balance Check,Failed,0.0
2026-08-14 02:18:00,TXN100350,Eastside,Bill Payment,Success,4904.29
2026-08-14 02:18:00,TXN100351,Uptown,Deposit,Failed,0.0
2026-08-14 02:18:00,TXN100352,Downtown,Bill Payment,Success,194.55
2026-08-14 02:19:00,TXN100353,Downtown,Withdrawal,Failed,0.0
2026-08-14 02:19:00,TXN100354,Downtown,Bill Payment,Failed,0.0
2026-08-14 02:20:00,TXN100355,Downtown,Deposit,Success,1437.69
2026-08-14 02:20:00,TXN100356,Eastside,Transfer,Failed,0.0
2026-08-14 02:20:00,TXN100357,Downtown,Bill Payment,Success,4448.54
2026-08-14 02:20:00,TXN100358,Westside,Bill Payment,Success,1701.79
2026-08-14 02:21:00,TXN100359,Uptown,Balance Check,Failed,0.0
2026-08-14 02:21:00,TXN100360,Downtown,Bill Payment,Failed,0.0
2026-08-14 02:22:00,TXN100361,Uptown,Deposit,Success,2731.92
2026-08-14 02:23:00,TXN100362,Downtown,Transfer,Failed,0.0
2026-08-14 02:23:00,TXN100363,Downtown,Bill Payment,Failed,0.0
2026-08-14 02:23:00,TXN100364,Downtown,Bill Payment,Failed,0.0
2026-08-14 02:24:00,TXN100365,Westside,Balance Check,Success,4990.77
2026-08-14 02:25:00,TXN100366,Westside,Withdrawal,Success,384.46
