timestamp,branch,transaction_id,transaction_type,login_status
14/8/2026 9:46,Branch 03,T00074,Withdrawal,Successful
14/8/2026 9:47,Branch 02,T00075,Payment,Successful
14/8/2026 9:47,Branch 09,T00076,Transfer,Successful
14/8/2026 9:48,Branch 06,T00077,Deposit,Successful
14/8/2026 9:49,Branch 03,T00078,Deposit,Successful
14/8/2026 9:49,Branch 15,T00079,Payment,Successful
14/8/2026 9:50,Branch 10,T00080,Payment,Successful
14/8/2026 9:51,Branch 08,T00081,Withdrawal,Successful
14/8/2026 9:51,Branch 03,T00082,Transfer,Failed
14/8/2026 9:51,Branch 03,T00083,Transfer,Successful
14/8/2026 9:52,Branch 06,T00084,Deposit,Failed
14/8/2026 9:52,Branch 15,T00085,Deposit,Successful
14/8/2026 9:53,Branch 08,T00086,Transfer,Successful
14/8/2026 9:53,Branch 10,T00087,Deposit,Successful
14/8/2026 9:54,Branch 01,T00088,Transfer,Successful
14/8/2026 9:54,Branch 12,T00089,Transfer,Successful
14/8/2026 9:54,Branch 12,T00090,Payment,Successful
14/8/2026 9:54,Branch 09,T00091,Payment,Successful
14/8/2026 9:55,Branch 02,T00092,Withdrawal,Successful
14/8/2026 9:55,Branch 03,T00093,Withdrawal,Successful
14/8/2026 9:56,Branch 09,T00094,Payment,Successful
14/8/2026 9:56,Branch 09,T00095,Payment,Successful
14/8/2026 9:56,Branch 08,T00096,Withdrawal,Successful
14/8/2026 9:57,Branch 05,T00097,Payment,Successful
14/8/2026 9:58,Branch 10,T00098,Withdrawal,Successful
14/8/2026 9:58,Branch 07,T00099,Payment,Successful
14/8/2026 9:59,Branch 11,T00100,Transfer,Successful
14/8/2026 9:59,Branch 07,T00101,Transfer,Successful
14/8/2026 10:00,Branch 12,T00102,Withdrawal,Successful
14/8/2026 10:00,Branch 12,T00103,Transfer,Successful
14/8/2026 10:01,Branch 10,T00104,Transfer,Successful
14/8/2026 10:01,Branch 05,T00105,Payment,Successful
14/8/2026 10:01,Branch 08,T00106,Deposit,Failed
14/8/2026 10:02,Branch 01,T00107,Payment,Successful
14/8/2026 10:02,Branch 13,T00108,Withdrawal,Successful
14/8/2026 10:02,Branch 05,T00109,Deposit,Successful
14/8/2026 10:02,Branch 02,T00110,Withdrawal,Successful
14/8/2026 10:02,Branch 12,T00111,Transfer,Successful
14/8/2026 10:03,Branch 10,T00112,Payment,Successful
14/8/2026 10:03,Branch 13,T00113,Withdrawal,Failed
14/8/2026 10:03,Branch 06,T00114,Deposit,Successful
14/8/2026 10:04,Branch 10,T00115,Payment,Successful
14/8/2026 10:04,Branch 09,T00116,Deposit,Successful
14/8/2026 10:04,Branch 10,T00117,Withdrawal,Successful
14/8/2026 10:04,Branch 08,T00118,Transfer,Successful
14/8/2026 10:05,Branch 09,T00119,Transfer,Successful
14/8/2026 10:05,Branch 15,T00120,Payment,Successful
14/8/2026 10:06,Branch 04,T00121,Payment,Successful
14/8/2026 10:06,Branch 10,T00122,Transfer,Successful
14/8/2026 10:06,Branch 15,T00123,Transfer,Successful
14/8/2026 10:07,Branch 10,T00124,Withdrawal,Successful
14/8/2026 10:07,Branch 08,T00125,Payment,Successful
14/8/2026 10:08,Branch 15,T00126,Withdrawal,Successful
14/8/2026 10:08,Branch 02,T00127,Payment,Successful
14/8/2026 10:08,Branch 01,T00128,Payment,Successful
14/8/2026 10:09,Branch 11,T00129,Withdrawal,Successful
14/8/2026 10:09,Branch 07,T00130,Transfer,Successful
14/8/2026 10:10,Branch 03,T00131,Payment,Successful
14/8/2026 10:10,Branch 01,T00132,Withdrawal,Successful
14/8/2026 10:11,Branch 04,T00133,Withdrawal,Successful
14/8/2026 10:11,Branch 04,T00134,Transfer,Successful
14/8/2026 10:11,Branch 10,T00135,Payment,Successful
14/8/2026 10:12,Branch 06,T00136,Deposit,Successful
14/8/2026 10:13,Branch 09,T00137,Withdrawal,Failed
14/8/2026 10:14,Branch 04,T00138,Payment,Successful
14/8/2026 10:14,Branch 08,T00139,Payment,Successful
14/8/2026 10:14,Branch 11,T00140,Payment,Failed
14/8/2026 10:15,Branch 14,T00141,Withdrawal,Successful
14/8/2026 10:15,Branch 14,T00142,Transfer,Successful
14/8/2026 10:16,Branch 14,T00143,Transfer,Successful
14/8/2026 10:17,Branch 06,T00144,Transfer,Successful
14/8/2026 10:17,Branch 15,T00145,Withdrawal,Successful
14/8/2026 10:17,Branch 10,T00146,Transfer,Successful
14/8/2026 10:18,Branch 14,T00147,Transfer,Successful
14/8/2026 10:19,Branch 02,T00148,Transfer,Failed
14/8/2026 10:19,Branch 11,T00149,Transfer,Successful
14/8/2026 10:20,Branch 12,T00150,Payment,Successful
14/8/2026 10:21,Branch 05,T00151,Withdrawal,Successful
14/8/2026 10:21,Branch 03,T00152,Transfer,Successful
14/8/2026 10:21,Branch 08,T00153,Deposit,Successful
14/8/2026 10:21,Branch 10,T00154,Withdrawal,Failed
14/8/2026 10:22,Branch 07,T00155,Withdrawal,Successful
14/8/2026 10:22,Branch 03,T00156,Deposit,Successful
14/8/2026 10:23,Branch 09,T00157,Payment,Successful
14/8/2026 10:24,Branch 05,T00158,Transfer,Successful
14/8/2026 10:24,Branch 14,T00159,Withdrawal,Successful
14/8/2026 10:25,Branch 12,T00160,Transfer,Successful
14/8/2026 10:25,Branch 12,T00161,Transfer,Successful
14/8/2026 10:25,Branch 06,T00162,Payment,Successful
14/8/2026 10:26,Branch 02,T00163,Withdrawal,Successful
14/8/2026 10:26,Branch 07,T00164,Payment,Successful
14/8/2026 10:29,Branch 15,T00165,Payment,Successful
14/8/2026 10:29,Branch 09,T00166,Withdrawal,Successful
14/8/2026 10:29,Branch 13,T00167,Transfer,Successful
14/8/2026 10:29,Branch 07,T00168,Withdrawal,Successful
14/8/2026 10:29,Branch 10,T00169,Deposit,Failed
14/8/2026 10:29,Branch 05,T00170,Transfer,Successful
14/8/2026 10:30,Branch 15,T00171,Transfer,Successful
14/8/2026 10:30,Branch 01,T00172,Payment,Successful
14/8/2026 10:31,Branch 15,T00173,Transfer,Successful
14/8/2026 10:32,Branch 04,T00174,Transfer,Successful
14/8/2026 10:32,Branch 02,T00175,Deposit,Successful
14/8/2026 10:33,Branch 07,T00176,Payment,Successful
14/8/2026 10:33,Branch 03,T00177,Payment,Successful
14/8/2026 10:33,Branch 10,T00178,Transfer,Successful
14/8/2026 10:33,Branch 15,T00179,Withdrawal,Successful
14/8/2026 10:35,Branch 09,T00180,Deposit,Successful
14/8/2026 10:36,Branch 03,T00181,Payment,Successful
14/8/2026 10:37,Branch 03,T00182,Withdrawal,Successful
14/8/2026 10:38,Branch 08,T00183,Payment,Successful
14/8/2026 10:41,Branch 05,T00184,Transfer,Successful
14/8/2026 10:41,Branch 02,T00185,Transfer,Successful
14/8/2026 10:41,Branch 06,T00186,Deposit,Successful
14/8/2026 10:42,Branch 06,T00187,Deposit,Successful
14/8/2026 10:44,Branch 08,T00188,Withdrawal,Successful
14/8/2026 10:44,Branch 02,T00189,Transfer,Successful
14/8/2026 10:45,Branch 02,T00190,Transfer,Successful
14/8/2026 10:45,Branch 09,T00191,Transfer,Successful
14/8/2026 10:46,Branch 02,T00192,Payment,Successful
14/8/2026 10:46,Branch 03,T00193,Payment,Successful
14/8/2026 10:47,Branch 10,T00194,Withdrawal,Successful
14/8/2026 10:47,Branch 05,T00195,Deposit,Successful
14/8/2026 10:48,Branch 05,T00196,Payment,Successful
14/8/2026 10:48,Branch 02,T00197,Transfer,Successful
14/8/2026 10:49,Branch 06,T00198,Transfer,Successful
14/8/2026 10:49,Branch 07,T00199,Payment,Successful
14/8/2026 10:49,Branch 04,T00200,Payment,Successful
14/8/2026 10:49,Branch 03,T00201,Transfer,Successful
14/8/2026 10:50,Branch 07,T00202,Transfer,Successful
14/8/2026 10:50,Branch 02,T00203,Payment,Successful
14/8/2026 10:52,Branch 07,T00204,Transfer,Failed
14/8/2026 10:52,Branch 07,T00205,Payment,Successful
14/8/2026 10:52,Branch 15,T00206,Transfer,Successful
14/8/2026 10:52,Branch 09,T00207,Payment,Failed
14/8/2026 10:52,Branch 03,T00208,Withdrawal,Failed
14/8/2026 10:53,Branch 13,T00209,Transfer,Successful
14/8/2026 10:53,Branch 01,T00210,Payment,Successful
14/8/2026 10:54,Branch 10,T00211,Withdrawal,Successful
14/8/2026 10:54,Branch 13,T00212,Withdrawal,Successful
14/8/2026 10:54,Branch 02,T00213,Payment,Successful
14/8/2026 10:55,Branch 03,T00214,Transfer,Successful
14/8/2026 10:55,Branch 03,T00215,Transfer,Successful
14/8/2026 10:56,Branch 05,T00216,Withdrawal,Successful
14/8/2026 10:59,Branch 14,T00217,Transfer,Successful
14/8/2026 10:59,Branch 03,T00218,Payment,Successful
14/8/2026 10:59,Branch 02,T00219,Transfer,Successful
14/8/2026 10:59,Branch 13,T00220,Transfer,Successful
14/8/2026 11:00,Branch 05,T00221,Payment,Successful
14/8/2026 11:00,Branch 10,T00222,Transfer,Successful
14/8/2026 11:00,Branch 05,T00223,Payment,Successful
14/8/2026 11:01,Branch 06,T00224,Withdrawal,Successful
14/8/2026 11:01,Branch 09,T00225,Deposit,Successful
14/8/2026 11:01,Branch 03,T00226,Payment,Successful
14/8/2026 11:02,Branch 03,T00227,Deposit,Successful
14/8/2026 11:02,Branch 08,T00228,Transfer,Successful
14/8/2026 11:02,Branch 10,T00229,Deposit,Successful
14/8/2026 11:03,Branch 02,T00230,Withdrawal,Successful
14/8/2026 11:03,Branch 07,T00231,Payment,Successful
14/8/2026 11:04,Branch 10,T00232,Transfer,Successful
14/8/2026 11:04,Branch 08,T00233,Withdrawal,Successful
14/8/2026 11:04,Branch 03,T00234,Transfer,Successful
14/8/2026 11:05,Branch 01,T00235,Withdrawal,Successful
14/8/2026 11:05,Branch 06,T00236,Deposit,Successful
14/8/2026 11:06,Branch 13,T00237,Deposit,Successful
14/8/2026 11:06,Branch 01,T00238,Transfer,Successful
14/8/2026 11:06,Branch 13,T00239,Withdrawal,Successful
14/8/2026 11:07,Branch 01,T00240,Transfer,Successful
14/8/2026 11:07,Branch 06,T00241,Transfer,Successful
14/8/2026 11:07,Branch 10,T00242,Transfer,Successful
14/8/2026 11:08,Branch 03,T00243,Deposit,Successful
14/8/2026 11:08,Branch 02,T00244,Transfer,Successful
14/8/2026 11:08,Branch 11,T00245,Withdrawal,Successful
14/8/2026 11:08,Branch 15,T00246,Transfer,Successful
14/8/2026 11:09,Branch 07,T00247,Deposit,Successful
14/8/2026 11:09,Branch 12,T00248,Transfer,Successful
14/8/2026 11:11,Branch 03,T00249,Transfer,Successful
14/8/2026 11:11,Branch 11,T00250,Transfer,Successful
14/8/2026 11:11,Branch 12,T00251,Payment,Successful
14/8/2026 11:11,Branch 05,T00252,Deposit,Successful
14/8/2026 11:12,Branch 12,T00253,Payment,Successful
14/8/2026 11:13,Branch 10,T00254,Transfer,Successful
14/8/2026 11:13,Branch 04,T00255,Payment,Successful
14/8/2026 11:14,Branch 13,T00256,Transfer,Successful
14/8/2026 11:14,Branch 15,T00257,Deposit,Successful
14/8/2026 11:14,Branch 09,T00258,Payment,Successful
14/8/2026 11:15,Branch 02,T00259,Withdrawal,Successful
14/8/2026 11:15,Branch 12,T00260,Deposit,Successful
14/8/2026 11:16,Branch 02,T00261,Transfer,Successful
14/8/2026 11:17,Branch 03,T00262,Payment,Successful
14/8/2026 11:17,Branch 12,T00263,Transfer,Successful
14/8/2026 11:17,Branch 05,T00264,Transfer,Successful
14/8/2026 11:18,Branch 02,T00265,Transfer,Successful
14/8/2026 11:18,Branch 08,T00266,Transfer,Successful
14/8/2026 11:19,Branch 12,T00267,Withdrawal,Successful
14/8/2026 11:19,Branch 12,T00268,Payment,Successful
14/8/2026 11:20,Branch 08,T00269,Deposit,Successful
14/8/2026 11:21,Branch 09,T00270,Payment,Successful
14/8/2026 11:22,Branch 04,T00271,Payment,Successful
14/8/2026 11:22,Branch 07,T00272,Withdrawal,Successful
14/8/2026 11:22,Branch 10,T00273,Payment,Successful
14/8/2026 11:23,Branch 10,T00274,Transfer,Successful
14/8/2026 11:24,Branch 13,T00275,Transfer,Successful
14/8/2026 11:24,Branch 13,T00276,Transfer,Successful
14/8/2026 11:26,Branch 07,T00277,Deposit,Successful
14/8/2026 11:26,Branch 13,T00278,Transfer,Successful
14/8/2026 11:27,Branch 09,T00279,Withdrawal,Successful
14/8/2026 11:27,Branch 08,T00280,Transfer,Successful
14/8/2026 11:28,Branch 15,T00281,Withdrawal,Successful
14/8/2026 11:29,Branch 06,T00282,Transfer,Successful
14/8/2026 11:30,Branch 02,T00283,Transfer,Successful
14/8/2026 11:31,Branch 15,T00284,Deposit,Successful
14/8/2026 11:31,Branch 15,T00285,Deposit,Successful
14/8/2026 11:31,Branch 07,T00286,Transfer,Successful
14/8/2026 11:31,Branch 14,T00287,Withdrawal,Successful
14/8/2026 11:31,Branch 07,T00288,Payment,Successful
14/8/2026 11:31,Branch 02,T00289,Withdrawal,Successful
14/8/2026 11:31,Branch 10,T00290,Transfer,Successful
14/8/2026 11:32,Branch 01,T00291,Payment,Successful
14/8/2026 11:32,Branch 10,T00292,Withdrawal,Successful
14/8/2026 11:32,Branch 02,T00293,Transfer,Successful
14/8/2026 11:33,Branch 12,T00294,Transfer,Successful
14/8/2026 11:33,Branch 06,T00295,Payment,Failed
14/8/2026 11:33,Branch 09,T00296,Deposit,Successful
14/8/2026 11:33,Branch 05,T00297,Withdrawal,Successful
14/8/2026 11:33,Branch 02,T00298,Payment,Successful
14/8/2026 11:34,Branch 13,T00299,Payment,Successful
14/8/2026 11:34,Branch 10,T00300,Transfer,Successful
14/8/2026 11:34,Branch 06,T00301,Transfer,Successful
14/8/2026 11:35,Branch 15,T00302,Transfer,Successful
14/8/2026 11:35,Branch 02,T00303,Transfer,Successful
14/8/2026 11:35,Branch 10,T00304,Deposit,Successful
14/8/2026 11:36,Branch 11,T00305,Payment,Successful
14/8/2026 11:36,Branch 09,T00306,Deposit,Successful
14/8/2026 11:37,Branch 05,T00307,Payment,Successful
14/8/2026 11:38,Branch 07,T00308,Deposit,Successful
14/8/2026 11:39,Branch 13,T00309,Payment,Successful
14/8/2026 11:39,Branch 07,T00310,Transfer,Successful
14/8/2026 11:40,Branch 03,T00311,Transfer,Successful
14/8/2026 11:40,Branch 12,T00312,Withdrawal,Successful
14/8/2026 11:40,Branch 09,T00313,Withdrawal,Successful
14/8/2026 11:40,Branch 06,T00314,Withdrawal,Successful
14/8/2026 11:40,Branch 11,T00315,Payment,Successful
14/8/2026 11:41,Branch 07,T00316,Withdrawal,Successful
14/8/2026 11:41,Branch 10,T00317,Withdrawal,Successful
14/8/2026 11:41,Branch 07,T00318,Transfer,Successful
14/8/2026 11:43,Branch 09,T00319,Payment,Successful
14/8/2026 11:43,Branch 06,T00320,Deposit,Successful
14/8/2026 11:44,Branch 04,T00321,Withdrawal,Successful
14/8/2026 11:45,Branch 15,T00322,Withdrawal,Successful
14/8/2026 11:45,Branch 10,T00323,Transfer,Successful
14/8/2026 11:46,Branch 12,T00324,Deposit,Successful
14/8/2026 11:46,Branch 14,T00325,Deposit,Successful
14/8/2026 11:46,Branch 01,T00326,Withdrawal,Successful
14/8/2026 11:47,Branch 06,T00327,Transfer,Successful
14/8/2026 11:48,Branch 10,T00328,Transfer,Successful
14/8/2026 11:49,Branch 02,T00329,Payment,Successful
14/8/2026 11:49,Branch 05,T00330,Payment,Successful
14/8/2026 11:49,Branch 02,T00331,Deposit,Successful
14/8/2026 11:50,Branch 15,T00332,Transfer,Successful
14/8/2026 11:50,Branch 12,T00333,Withdrawal,Successful
14/8/2026 11:51,Branch 12,T00334,Payment,Successful
14/8/2026 11:52,Branch 10,T00335,Withdrawal,Successful
14/8/2026 11:52,Branch 04,T00336,Deposit,Successful
14/8/2026 11:53,Branch 05,T00337,Transfer,Successful
14/8/2026 11:54,Branch 12,T00338,Payment,Successful
14/8/2026 11:54,Branch 12,T00339,Payment,Successful
14/8/2026 11:54,Branch 03,T00340,Payment,Successful
14/8/2026 11:54,Branch 07,T00341,Transfer,Successful
14/8/2026 11:55,Branch 13,T00342,Transfer,Successful
14/8/2026 11:55,Branch 02,T00343,Withdrawal,Successful
14/8/2026 11:55,Branch 07,T00344,Deposit,Successful
14/8/2026 11:56,Branch 13,T00345,Payment,Successful
14/8/2026 11:56,Branch 11,T00346,Deposit,Successful
14/8/2026 11:56,Branch 02,T00347,Withdrawal,Successful
14/8/2026 11:56,Branch 04,T00348,Transfer,Successful
14/8/2026 11:56,Branch 10,T00349,Payment,Successful
14/8/2026 11:57,Branch 13,T00350,Payment,Successful
14/8/2026 11:58,Branch 05,T00351,Deposit,Successful
14/8/2026 11:58,Branch 01,T00352,Transfer,Successful
14/8/2026 11:59,Branch 05,T00353,Transfer,Successful
14/8/2026 11:59,Branch 07,T00354,Deposit,Successful
14/8/2026 12:00,Branch 09,T00355,Transfer,Successful
14/8/2026 12:00,Branch 08,T00356,Transfer,Successful
14/8/2026 12:00,Branch 11,T00357,Payment,Successful
14/8/2026 12:00,Branch 07,T00358,Transfer,Successful
14/8/2026 12:02,Branch 10,T00359,Transfer,Successful
14/8/2026 12:03,Branch 06,T00360,Transfer,Successful
14/8/2026 12:04,Branch 10,T00361,Transfer,Successful
14/8/2026 12:04,Branch 01,T00362,Deposit,Successful
14/8/2026 12:05,Branch 09,T00363,Withdrawal,Successful
14/8/2026 12:06,Branch 05,T00364,Transfer,Successful
14/8/2026 12:06,Branch 01,T00365,Transfer,Successful
14/8/2026 12:07,Branch 12,T00366,Transfer,Successful
14/8/2026 12:07,Branch 06,T00367,Deposit,Successful
14/8/2026 12:07,Branch 04,T00368,Deposit,Successful
14/8/2026 12:09,Branch 06,T00369,Deposit,Successful
14/8/2026 12:09,Branch 06,T00370,Transfer,Failed
14/8/2026 12:10,Branch 09,T00371,Transfer,Successful
14/8/2026 12:11,Branch 08,T00372,Deposit,Successful
14/8/2026 12:11,Branch 07,T00373,Deposit,Successful
14/8/2026 12:11,Branch 15,T00374,Deposit,Successful
14/8/2026 12:12,Branch 12,T00375,Payment,Successful
14/8/2026 12:12,Branch 15,T00376,Withdrawal,Successful
14/8/2026 12:12,Branch 14,T00377,Transfer,Successful
14/8/2026 12:12,Branch 07,T00378,Transfer,Successful
14/8/2026 12:13,Branch 06,T00379,Deposit,Successful
14/8/2026 12:13,Branch 09,T00380,Payment,Failed
14/8/2026 12:14,Branch 12,T00381,Transfer,Successful
14/8/2026 12:15,Branch 09,T00382,Payment,Successful
14/8/2026 12:15,Branch 08,T00383,Withdrawal,Successful
14/8/2026 12:15,Branch 12,T00384,Payment,Successful
14/8/2026 12:16,Branch 01,T00385,Transfer,Successful
14/8/2026 12:16,Branch 09,T00386,Payment,Successful
14/8/2026 12:17,Branch 03,T00387,Deposit,Failed
14/8/2026 12:17,Branch 02,T00388,Transfer,Successful
14/8/2026 12:17,Branch 03,T00389,Payment,Successful
14/8/2026 12:18,Branch 03,T00390,Transfer,Successful
14/8/2026 12:18,Branch 12,T00391,Deposit,Failed
14/8/2026 12:18,Branch 05,T00392,Payment,Successful
14/8/2026 12:21,Branch 09,T00393,Transfer,Successful
14/8/2026 12:21,Branch 08,T00394,Transfer,Successful
14/8/2026 12:21,Branch 12,T00395,Transfer,Successful
14/8/2026 12:22,Branch 01,T00396,Deposit,Successful
14/8/2026 12:22,Branch 01,T00397,Transfer,Successful
14/8/2026 12:22,Branch 05,T00398,Payment,Successful
14/8/2026 12:23,Branch 05,T00399,Withdrawal,Successful
14/8/2026 12:23,Branch 02,T00400,Withdrawal,Successful
14/8/2026 12:24,Branch 11,T00401,Withdrawal,Successful
14/8/2026 12:24,Branch 04,T00402,Transfer,Successful
14/8/2026 12:25,Branch 08,T00403,Transfer,Successful
14/8/2026 12:28,Branch 03,T00404,Payment,Successful
14/8/2026 12:28,Branch 02,T00405,Deposit,Successful
14/8/2026 12:29,Branch 03,T00406,Payment,Successful
14/8/2026 12:29,Branch 08,T00407,Payment,Successful
14/8/2026 12:30,Branch 01,T00408,Payment,Successful
14/8/2026 12:30,Branch 13,T00409,Transfer,Successful
14/8/2026 12:30,Branch 10,T00410,Payment,Successful
14/8/2026 12:30,Branch 08,T00411,Transfer,Successful
14/8/2026 12:30,Branch 01,T00412,Transfer,Successful
14/8/2026 12:31,Branch 03,T00413,Payment,Successful
14/8/2026 12:31,Branch 12,T00414,Withdrawal,Successful
14/8/2026 12:31,Branch 03,T00415,Withdrawal,Successful
14/8/2026 12:31,Branch 10,T00416,Withdrawal,Successful
14/8/2026 12:32,Branch 14,T00417,Payment,Successful
14/8/2026 12:32,Branch 05,T00418,Withdrawal,Failed
14/8/2026 12:32,Branch 10,T00419,Transfer,Successful
14/8/2026 12:32,Branch 08,T00420,Withdrawal,Successful
14/8/2026 12:33,Branch 02,T00421,Transfer,Successful
14/8/2026 12:33,Branch 02,T00422,Withdrawal,Successful
14/8/2026 12:33,Branch 10,T00423,Withdrawal,Successful
14/8/2026 12:33,Branch 15,T00424,Transfer,Successful
14/8/2026 12:34,Branch 01,T00425,Payment,Successful
14/8/2026 12:34,Branch 11,T00426,Withdrawal,Successful
14/8/2026 12:34,Branch 12,T00427,Payment,Failed
14/8/2026 12:35,Branch 02,T00428,Transfer,Successful
14/8/2026 12:35,Branch 02,T00429,Withdrawal,Successful
14/8/2026 12:36,Branch 01,T00430,Transfer,Successful
14/8/2026 12:36,Branch 12,T00431,Transfer,Successful
14/8/2026 12:36,Branch 07,T00432,Withdrawal,Successful
14/8/2026 12:36,Branch 06,T00433,Withdrawal,Successful
14/8/2026 12:39,Branch 15,T00434,Payment,Successful
14/8/2026 12:39,Branch 02,T00435,Transfer,Successful
14/8/2026 12:40,Branch 12,T00436,Deposit,Successful
14/8/2026 12:41,Branch 09,T00437,Payment,Successful
14/8/2026 12:41,Branch 09,T00438,Payment,Successful
14/8/2026 12:42,Branch 01,T00439,Transfer,Successful
14/8/2026 12:42,Branch 11,T00440,Payment,Successful
14/8/2026 12:42,Branch 06,T00441,Withdrawal,Failed
14/8/2026 12:43,Branch 15,T00442,Transfer,Successful
14/8/2026 12:44,Branch 06,T00443,Deposit,Successful
14/8/2026 12:44,Branch 04,T00444,Payment,Successful
14/8/2026 12:44,Branch 08,T00445,Transfer,Successful
14/8/2026 12:45,Branch 01,T00446,Deposit,Failed
14/8/2026 12:45,Branch 03,T00447,Transfer,Successful
14/8/2026 12:45,Branch 07,T00448,Transfer,Successful
14/8/2026 12:45,Branch 04,T00449,Payment,Successful
14/8/2026 12:45,Branch 03,T00450,Withdrawal,Successful
14/8/2026 12:45,Branch 15,T00451,Transfer,Successful
14/8/2026 12:46,Branch 06,T00452,Deposit,Successful
14/8/2026 12:47,Branch 14,T00453,Transfer,Successful
14/8/2026 12:47,Branch 12,T00454,Payment,Successful
14/8/2026 12:47,Branch 07,T00455,Payment,Successful
14/8/2026 12:47,Branch 04,T00456,Payment,Successful
14/8/2026 12:48,Branch 02,T00457,Withdrawal,Successful
14/8/2026 12:48,Branch 12,T00458,Withdrawal,Successful
14/8/2026 12:48,Branch 04,T00459,Transfer,Successful
14/8/2026 12:48,Branch 03,T00460,Payment,Successful
14/8/2026 12:49,Branch 15,T00461,Payment,Successful
14/8/2026 12:50,Branch 06,T00462,Transfer,Successful
14/8/2026 12:50,Branch 07,T00463,Payment,Successful
